,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
20849125,20849125,2021-08-24 22:47:49.553016+00:00,x,y,2021-09-28 17:00:00+00:00,2021-09-28 18:59:00+00:00,gamma,True,20.0,1,c-6,20849125,6870.0
8155753,8155753,2021-05-30 16:20:53.745762+00:00,x,y,2021-06-01 16:00:00+00:00,2021-06-01 18:00:00+00:00,alpha,True,35.0,1,a-7,8155753,9707.0
16605787,16605787,2021-07-31 05:54:28.069964+00:00,x,y,2021-08-01 16:00:00+00:00,2021-08-01 18:00:00+00:00,alpha,True,35.0,1,a-23,16605787,17745.0
321424,321424,2021-01-09 17:35:04.450726+00:00,x,y,2021-01-20 11:00:00+00:00,2021-01-20 12:55:00+00:00,beta,False,20.0,0,b-69,321424,8697.0
19380487,19380487,2021-08-16 07:16:31.123879+00:00,x,y,2021-08-19 10:00:00+00:00,2021-08-19 12:00:00+00:00,alpha,True,15.0,1,a-7,19380487,10205.0
2442174,2442174,2021-03-02 05:22:32.395802+00:00,x,y,2021-03-03 17:00:00+00:00,2021-03-03 18:59:00+00:00,gamma,True,20.0,2,c-6,2442174,8890.0
18522119,18522119,2021-08-11 17:44:45.365625+00:00,x,y,2021-08-18 04:00:00+00:00,2021-08-18 06:00:00+00:00,alpha,True,20.0,1,a-1,18522119,8381.0
16135986,16135986,2021-07-27 10:20:48.518833+00:00,x,y,2021-08-22 10:00:00+00:00,2021-08-22 12:00:00+00:00,alpha,True,35.0,1,a-7,16135986,10545.0
11651961,11651961,2021-06-28 13:39:59.065572+00:00,x,y,2021-07-01 09:45:00+00:00,2021-07-01 11:45:00+00:00,gamma,True,20.0,1,c-2,11651961,7765.0
16883810,16883810,2021-08-02 14:00:16.918612+00:00,x,y,2021-08-21 17:00:00+00:00,2021-08-21 18:59:00+00:00,gamma,True,20.0,1,c-6,16883810,9280.0
4463359,4463359,2021-04-10 06:27:20.819466+00:00,x,y,2021-04-10 15:30:00+00:00,2021-04-10 17:30:00+00:00,alpha,True,15.0,1,a-7,4463359,8048.0
89031,89031,2021-01-02 23:17:27.578706+00:00,x,y,2021-02-12 11:00:00+00:00,2021-02-12 13:00:00+00:00,gamma,True,32.0,1,c-4,89031,9150.0
14817811,14817811,2021-07-17 09:53:55.189639+00:00,x,y,2021-08-21 10:00:00+00:00,2021-08-21 12:00:00+00:00,alpha,True,15.0,1,a-7,14817811,9045.0
8882304,8882304,2021-06-06 10:11:20.861963+00:00,x,y,2021-07-06 07:00:00+00:00,2021-07-06 09:00:00+00:00,alpha,True,35.0,1,a-5,8882304,9707.0
14172428,14172428,2021-07-12 19:49:27.124727+00:00,x,y,2021-08-10 11:00:00+00:00,2021-08-10 12:55:00+00:00,beta,True,20.0,0,b-69,14172428,6440.0
1254316,1254316,2021-02-04 06:59:29.471405+00:00,x,y,2021-03-14 05:00:00+00:00,2021-03-14 07:00:00+00:00,gamma,True,32.0,1,c-2,1254316,9405.0
5224666,5224666,2021-04-22 10:23:08.799331+00:00,x,y,2021-05-10 05:00:00+00:00,2021-05-10 07:00:00+00:00,alpha,True,35.0,1,a-1,5224666,8290.0
16457418,16457418,2021-07-29 20:11:25.628720+00:00,x,y,2021-08-22 14:00:00+00:00,2021-08-22 15:55:00+00:00,beta,True,40.0,0,b-9,16457418,13170.0
7266857,7266857,2021-05-20 07:34:24.673271+00:00,x,y,2021-05-21 05:00:00+00:00,2021-05-21 06:55:00+00:00,beta,True,20.0,0,b-1,7266857,6744.0
6064781,6064781,2021-05-03 08:58:01.572081+00:00,x,y,2021-05-07 05:00:00+00:00,2021-05-07 06:55:00+00:00,beta,True,20.0,0,b-1,6064781,6786.0
7337557,7337557,2021-05-20 21:42:41.173068+00:00,x,y,2021-05-24 05:00:00+00:00,2021-05-24 07:00:00+00:00,gamma,True,20.0,2,c-2,7337557,9025.0
5741157,5741157,2021-04-28 14:48:35.141178+00:00,x,y,2021-05-03 08:15:00+00:00,2021-05-03 10:10:00+00:00,beta,True,20.0,0,b-69,5741157,6786.0
12399736,12399736,2021-07-02 18:06:13.932131+00:00,x,y,2021-07-31 10:00:00+00:00,2021-07-31 12:00:00+00:00,alpha,True,35.0,1,a-7,12399736,10545.0
19242560,19242560,2021-08-15 11:43:51.178386+00:00,x,y,2021-08-24 07:00:00+00:00,2021-08-24 09:00:00+00:00,alpha,True,20.0,1,a-5,19242560,10545.0
15881319,15881319,2021-07-25 16:07:40.697079+00:00,x,y,2021-10-08 17:00:00+00:00,2021-10-08 18:59:00+00:00,gamma,True,20.0,1,c-6,15881319,12560.0
18448342,18448342,2021-08-11 11:24:23.893248+00:00,x,y,2021-08-20 16:00:00+00:00,2021-08-20 18:00:00+00:00,alpha,True,15.0,1,a-23,18448342,14945.0
2477773,2477773,2021-03-02 13:58:27.967756+00:00,x,y,2021-03-21 17:00:00+00:00,2021-03-21 18:59:00+00:00,gamma,True,20.0,2,c-6,2477773,8890.0
1274107,1274107,2021-02-04 15:28:55.695828+00:00,x,y,2021-03-02 05:00:00+00:00,2021-03-02 07:00:00+00:00,gamma,True,32.0,1,c-2,1274107,9150.0
1283383,1283383,2021-02-04 19:55:33.916150+00:00,x,y,2021-02-07 13:00:00+00:00,2021-02-07 15:00:00+00:00,alpha,True,20.0,1,a-5,1283383,17666.0
15453294,15453294,2021-07-22 15:56:55.991068+00:00,x,y,2021-07-26 13:00:00+00:00,2021-07-26 15:00:00+00:00,alpha,True,35.0,1,a-9,15453294,17745.0
13731890,13731890,2021-07-10 02:31:13.401906+00:00,x,y,2021-07-27 11:00:00+00:00,2021-07-27 12:55:00+00:00,beta,True,40.0,0,b-69,13731890,9160.0
14099847,14099847,2021-07-12 11:09:54.509769+00:00,x,y,2021-07-28 05:00:00+00:00,2021-07-28 06:55:00+00:00,beta,True,20.0,0,b-1,14099847,6760.0
2860318,2860318,2021-03-08 18:26:48.829800+00:00,x,y,2021-03-15 05:00:00+00:00,2021-03-15 07:00:00+00:00,gamma,True,20.0,2,c-2,2860318,8890.0
18379067,18379067,2021-08-11 05:33:27.743026+00:00,x,y,2021-08-19 14:00:00+00:00,2021-08-19 16:00:00+00:00,gamma,True,20.0,1,c-4,18379067,12560.0
15691798,15691798,2021-07-24 08:49:09.653230+00:00,x,y,2021-07-27 17:00:00+00:00,2021-07-27 18:59:00+00:00,gamma,True,20.0,1,c-6,15691798,10285.0
4331397,4331397,2021-04-06 16:54:34.101754+00:00,x,y,2021-04-11 14:00:00+00:00,2021-04-11 15:55:00+00:00,beta,True,20.0,0,b-9,4331397,8051.0
4142486,4142486,2021-04-01 13:52:07.614058+00:00,x,y,2021-04-04 13:30:00+00:00,2021-04-04 15:30:00+00:00,alpha,True,15.0,1,a-5,4142486,9798.0
3384428,3384428,2021-03-16 17:37:40.192217+00:00,x,y,2021-04-05 11:00:00+00:00,2021-04-05 12:55:00+00:00,beta,True,20.0,0,b-69,3384428,9030.0
21146510,21146510,2021-08-27 01:27:31.664794+00:00,x,y,2021-08-28 04:00:00+00:00,2021-08-28 06:00:00+00:00,alpha,True,20.0,1,a-1,21146510,12645.0
13261276,13261276,2021-07-07 07:06:42.894215+00:00,x,y,2021-07-17 13:00:00+00:00,2021-07-17 15:00:00+00:00,alpha,True,35.0,1,a-9,13261276,14645.0
643972,643972,2021-01-19 12:45:35.594652+00:00,x,y,2021-01-24 16:00:00+00:00,2021-01-24 18:10:00+00:00,alpha,True,20.0,1,a-7,643972,10227.0
10117222,10117222,2021-06-16 15:26:15.905876+00:00,x,y,2021-07-10 11:00:00+00:00,2021-07-10 12:55:00+00:00,beta,True,20.0,0,b-69,10117222,6668.0
12968250,12968250,2021-07-05 15:55:50.638346+00:00,x,y,2021-07-27 09:45:00+00:00,2021-07-27 11:45:00+00:00,gamma,True,20.0,1,c-2,12968250,10285.0
10494523,10494523,2021-06-19 19:37:13.494646+00:00,x,y,2021-07-10 04:00:00+00:00,2021-07-10 06:00:00+00:00,alpha,True,15.0,1,a-1,10494523,9497.0
10746394,10746394,2021-06-21 20:50:17.095970+00:00,x,y,2021-06-30 07:00:00+00:00,2021-06-30 09:00:00+00:00,alpha,True,35.0,1,a-5,10746394,7124.0
20333420,20333420,2021-08-21 14:27:20.209411+00:00,x,y,2021-08-28 04:00:00+00:00,2021-08-28 06:00:00+00:00,alpha,True,20.0,1,a-1,20333420,10545.0
19203390,19203390,2021-08-15 07:57:46.033820+00:00,x,y,2021-09-22 11:00:00+00:00,2021-09-22 12:55:00+00:00,beta,True,40.0,0,b-69,19203390,8390.0
14314188,14314188,2021-07-13 19:04:40.160294+00:00,x,y,2021-08-08 10:00:00+00:00,2021-08-08 12:00:00+00:00,alpha,True,35.0,1,a-7,14314188,10545.0
16928180,16928180,2021-08-02 23:06:48.509650+00:00,x,y,2021-08-07 05:00:00+00:00,2021-08-07 06:55:00+00:00,beta,True,40.0,0,b-1,16928180,9300.0
11816277,11816277,2021-06-29 12:40:46.893682+00:00,x,y,2021-06-30 10:00:00+00:00,2021-06-30 12:00:00+00:00,alpha,True,15.0,1,a-7,11816277,15692.0
15352464,15352464,2021-07-21 20:47:05.867000+00:00,x,y,2021-08-22 10:00:00+00:00,2021-08-22 12:00:00+00:00,alpha,True,15.0,1,a-7,15352464,9045.0
10464564,10464564,2021-06-19 14:42:25.388620+00:00,x,y,2021-06-21 14:00:00+00:00,2021-06-21 16:00:00+00:00,gamma,True,20.0,1,c-4,10464564,7500.0
8344044,8344044,2021-06-01 08:33:57.115688+00:00,x,y,2021-06-12 11:00:00+00:00,2021-06-12 12:55:00+00:00,beta,True,20.0,0,b-69,8344044,10025.0
4952443,4952443,2021-04-20 06:56:01.354100+00:00,x,y,2021-05-01 11:00:00+00:00,2021-05-01 13:00:00+00:00,gamma,True,20.0,1,c-4,4952443,7640.0
9149543,9149543,2021-06-08 21:39:17.680990+00:00,x,y,2021-06-11 11:00:00+00:00,2021-06-11 13:00:00+00:00,gamma,True,20.0,1,c-4,9149543,10900.0
17851,17851,2020-12-31 19:20:28.849998+00:00,x,y,2021-01-07 16:00:00+00:00,2021-01-07 18:10:00+00:00,alpha,True,0.0,0,a-7,17851,8739.0
4332813,4332813,2021-04-06 17:42:16.639279+00:00,x,y,2021-04-17 05:00:00+00:00,2021-04-17 07:00:00+00:00,gamma,True,20.0,1,c-2,4332813,8395.0
1365614,1365614,2021-02-07 05:14:22.896286+00:00,x,y,2021-03-27 13:30:00+00:00,2021-03-27 15:40:00+00:00,alpha,True,20.0,1,a-5,1365614,9799.0
16484464,16484464,2021-07-30 05:21:05.348154+00:00,x,y,2021-07-31 16:00:00+00:00,2021-07-31 18:00:00+00:00,alpha,True,15.0,1,a-23,16484464,14945.0
20113342,20113342,2021-08-20 07:16:23.078005+00:00,x,y,2021-08-21 07:00:00+00:00,2021-08-21 09:00:00+00:00,alpha,True,15.0,1,a-5,20113342,23895.0
7459465,7459465,2021-05-22 08:38:33.363741+00:00,x,y,2021-06-05 05:00:00+00:00,2021-06-05 07:00:00+00:00,gamma,True,20.0,2,c-2,7459465,9025.0
4921100,4921100,2021-04-19 23:37:42.115925+00:00,x,y,2021-04-25 05:00:00+00:00,2021-04-25 06:55:00+00:00,beta,True,20.0,0,b-1,4921100,7392.0
4291115,4291115,2021-04-05 16:11:56.922216+00:00,x,y,2021-04-21 17:00:00+00:00,2021-04-21 18:59:00+00:00,gamma,True,20.0,1,c-6,4291115,8650.0
13553088,13553088,2021-07-08 19:55:01.781421+00:00,x,y,2021-07-19 14:00:00+00:00,2021-07-19 15:55:00+00:00,beta,True,40.0,0,b-9,13553088,10890.0
10527016,10527016,2021-06-20 06:52:46.189637+00:00,x,y,2021-06-26 17:00:00+00:00,2021-06-26 18:59:00+00:00,gamma,True,20.0,2,c-6,10527016,7620.0
12695407,12695407,2021-07-04 09:18:08.872917+00:00,x,y,2021-07-12 17:00:00+00:00,2021-07-12 18:59:00+00:00,gamma,True,20.0,2,c-6,12695407,16075.0
1843651,1843651,2021-02-18 04:48:38.829706+00:00,x,y,2021-02-25 05:00:00+00:00,2021-02-25 07:00:00+00:00,gamma,True,20.0,2,c-2,1843651,14000.0
18233556,18233556,2021-08-10 16:12:34.930554+00:00,x,y,2021-08-21 10:00:00+00:00,2021-08-21 12:00:00+00:00,alpha,True,20.0,1,a-7,18233556,14645.0
17808453,17808453,2021-08-08 18:18:59.112914+00:00,x,y,2021-09-09 17:00:00+00:00,2021-09-09 18:59:00+00:00,gamma,True,20.0,1,c-6,17808453,12560.0
13185125,13185125,2021-07-06 17:55:06.512793+00:00,x,y,2021-07-19 13:00:00+00:00,2021-07-19 15:00:00+00:00,alpha,True,35.0,1,a-9,13185125,12645.0
11550284,11550284,2021-06-27 20:07:11.729480+00:00,x,y,2021-06-29 17:00:00+00:00,2021-06-29 18:59:00+00:00,gamma,True,20.0,2,c-6,11550284,10530.0
21443899,21443899,2021-08-29 09:44:19.572701+00:00,x,y,2021-12-31 17:00:00+00:00,2021-12-31 18:59:00+00:00,gamma,True,20.0,1,c-6,21443899,12560.0
7969837,7969837,2021-05-28 17:47:32.488136+00:00,x,y,2021-06-29 11:00:00+00:00,2021-06-29 13:00:00+00:00,gamma,True,20.0,1,c-4,7969837,10425.0
19143049,19143049,2021-08-14 20:13:43.287067+00:00,x,y,2021-09-01 14:00:00+00:00,2021-09-01 16:00:00+00:00,gamma,True,20.0,2,c-4,19143049,7870.0
2259210,2259210,2021-02-27 13:49:17.500925+00:00,x,y,2021-03-07 17:00:00+00:00,2021-03-07 18:59:00+00:00,gamma,True,20.0,2,c-6,2259210,8890.0
8307170,8307170,2021-05-31 23:02:38.222314+00:00,x,y,2021-06-02 05:00:00+00:00,2021-06-02 07:00:00+00:00,gamma,True,20.0,1,c-2,8307170,10900.0
8566825,8566825,2021-06-03 07:37:29.211961+00:00,x,y,2021-09-04 10:00:00+00:00,2021-09-04 12:00:00+00:00,alpha,True,35.0,1,a-7,8566825,9707.0
1803762,1803762,2021-02-17 08:08:49.157393+00:00,x,y,2021-03-12 05:15:00+00:00,2021-03-12 07:25:00+00:00,alpha,True,35.0,1,a-1,1803762,12500.0
9793519,9793519,2021-06-14 06:36:24.797268+00:00,x,y,2021-06-14 16:00:00+00:00,2021-06-14 18:00:00+00:00,alpha,True,35.0,1,a-23,9793519,7150.0
9610103,9610103,2021-06-12 20:43:45.073323+00:00,x,y,2021-06-21 13:00:00+00:00,2021-06-21 15:00:00+00:00,alpha,True,35.0,1,a-9,9610103,7150.0
17375579,17375579,2021-08-06 12:42:43.740997+00:00,x,y,2021-08-10 13:00:00+00:00,2021-08-10 15:00:00+00:00,alpha,True,15.0,1,a-9,17375579,6810.0
7468353,7468353,2021-05-22 10:28:33.303444+00:00,x,y,2021-05-23 05:00:00+00:00,2021-05-23 07:00:00+00:00,gamma,True,20.0,1,c-2,7468353,9280.0
7218330,7218330,2021-05-19 16:21:40.585537+00:00,x,y,2021-06-10 05:00:00+00:00,2021-06-10 07:00:00+00:00,alpha,True,15.0,1,a-1,7218330,6531.0
4989219,4989219,2021-04-20 11:29:46.027755+00:00,x,y,2021-06-02 05:00:00+00:00,2021-06-02 07:00:00+00:00,alpha,True,35.0,1,a-1,4989219,8290.0
15570656,15570656,2021-07-23 11:26:16.946468+00:00,x,y,2021-08-07 14:00:00+00:00,2021-08-07 16:00:00+00:00,gamma,True,20.0,2,c-4,15570656,10280.0
19687602,19687602,2021-08-17 19:03:06.886259+00:00,x,y,2021-09-10 11:00:00+00:00,2021-09-10 12:55:00+00:00,beta,True,20.0,0,b-69,19687602,6420.0
9239462,9239462,2021-06-09 18:44:55.517004+00:00,x,y,2021-06-17 16:00:00+00:00,2021-06-17 18:00:00+00:00,alpha,True,35.0,1,a-23,9239462,9707.0
17142664,17142664,2021-08-04 18:30:09.249435+00:00,x,y,2021-08-31 14:00:00+00:00,2021-08-31 15:55:00+00:00,beta,True,20.0,0,b-9,17142664,6550.0
785322,785322,2021-01-23 11:05:57.643012+00:00,x,y,2021-01-25 16:00:00+00:00,2021-01-25 17:55:00+00:00,beta,True,20.0,0,b-19,785322,8707.0
9424085,9424085,2021-06-11 15:52:27.825997+00:00,x,y,2021-06-17 07:00:00+00:00,2021-06-17 09:00:00+00:00,alpha,True,35.0,1,a-5,9424085,9707.0
6843252,6843252,2021-05-15 11:17:45.814976+00:00,x,y,2021-05-21 11:00:00+00:00,2021-05-21 12:55:00+00:00,beta,True,20.0,0,b-69,6843252,6734.0
11118548,11118548,2021-06-24 18:45:55.464689+00:00,x,y,2021-07-24 14:00:00+00:00,2021-07-24 16:00:00+00:00,gamma,True,20.0,2,c-4,11118548,8765.0
11732625,11732625,2021-06-29 02:36:14.026194+00:00,x,y,2021-07-04 05:00:00+00:00,2021-07-04 06:55:00+00:00,beta,True,40.0,0,b-1,11732625,9033.0
450202,450202,2021-01-13 16:10:03.868791+00:00,x,y,2021-01-31 11:00:00+00:00,2021-01-31 13:00:00+00:00,gamma,True,32.0,1,c-4,450202,8650.0
9442041,9442041,2021-06-11 19:08:31.438347+00:00,x,y,2021-06-19 10:00:00+00:00,2021-06-19 12:00:00+00:00,alpha,True,15.0,1,a-7,9442041,9707.0
20828744,20828744,2021-08-24 18:54:35.545835+00:00,x,y,2021-10-07 11:00:00+00:00,2021-10-07 12:55:00+00:00,beta,True,40.0,0,b-69,20828744,8380.0
4180317,4180317,2021-04-02 12:37:02.794894+00:00,x,y,2021-10-04 05:00:00+00:00,2021-10-04 07:00:00+00:00,gamma,True,20.0,2,c-2,4180317,10800.0
9692404,9692404,2021-06-13 12:30:06.042631+00:00,x,y,2021-07-30 09:45:00+00:00,2021-07-30 11:45:00+00:00,gamma,True,20.0,2,c-2,9692404,7900.0
12576446,12576446,2021-07-03 16:15:44.601363+00:00,x,y,2021-07-18 16:00:00+00:00,2021-07-18 18:00:00+00:00,alpha,True,35.0,1,a-23,12576446,12645.0
18578955,18578955,2021-08-12 00:27:34.188333+00:00,x,y,2021-08-21 14:00:00+00:00,2021-08-21 16:00:00+00:00,gamma,True,20.0,2,c-4,18578955,14130.0
12308877,12308877,2021-07-02 09:39:29.196502+00:00,x,y,2021-07-09 14:00:00+00:00,2021-07-09 16:00:00+00:00,gamma,True,20.0,1,c-4,12308877,16090.0
6199860,6199860,2021-05-05 06:18:48.174677+00:00,x,y,2021-05-05 13:30:00+00:00,2021-05-05 15:30:00+00:00,alpha,True,15.0,1,a-5,6199860,7397.0
12349893,12349893,2021-07-02 13:13:19.852154+00:00,x,y,2021-07-25 07:00:00+00:00,2021-07-25 09:00:00+00:00,alpha,True,15.0,1,a-5,12349893,11245.0
8915178,8915178,2021-06-06 16:14:48.076964+00:00,x,y,2021-07-22 04:00:00+00:00,2021-07-22 06:00:00+00:00,alpha,True,15.0,1,a-1,8915178,9403.0
6920396,6920396,2021-05-16 10:50:43.021811+00:00,x,y,2021-05-31 14:00:00+00:00,2021-05-31 15:55:00+00:00,beta,True,20.0,0,b-9,6920396,6734.0
8843703,8843703,2021-06-05 19:53:32.722485+00:00,x,y,2021-06-18 05:00:00+00:00,2021-06-18 07:00:00+00:00,gamma,True,20.0,2,c-2,8843703,11900.0
5535204,5535204,2021-04-25 19:16:22.785564+00:00,x,y,2021-04-29 16:00:00+00:00,2021-04-29 18:00:00+00:00,alpha,True,15.0,1,a-7,5535204,5996.0
17755551,17755551,2021-08-08 13:37:36.184270+00:00,x,y,2021-08-20 16:00:00+00:00,2021-08-20 18:00:00+00:00,alpha,True,15.0,1,a-9,17755551,9045.0
1551909,1551909,2021-02-11 18:23:22.791793+00:00,x,y,2021-03-07 11:00:00+00:00,2021-03-07 12:55:00+00:00,beta,True,35.0,0,b-69,1551909,9522.0
17283511,17283511,2021-08-05 18:51:40.456260+00:00,x,y,2021-08-18 17:00:00+00:00,2021-08-18 18:59:00+00:00,gamma,True,20.0,1,c-6,17283511,8750.0
16016479,16016479,2021-07-26 14:02:45.467237+00:00,x,y,2021-09-01 05:00:00+00:00,2021-09-01 06:55:00+00:00,beta,True,40.0,0,b-1,16016479,8250.0
560445,560445,2021-01-17 02:52:47.070252+00:00,x,y,2021-02-25 05:15:00+00:00,2021-02-25 07:25:00+00:00,alpha,True,0.0,0,a-1,560445,8739.0
17220147,17220147,2021-08-05 11:07:05.765473+00:00,x,y,2021-08-06 10:00:00+00:00,2021-08-06 12:00:00+00:00,alpha,True,20.0,1,a-7,17220147,7524.0
15840271,15840271,2021-07-25 10:53:39.594105+00:00,x,y,2021-07-29 10:00:00+00:00,2021-07-29 12:00:00+00:00,alpha,True,15.0,1,a-7,15840271,10205.0
7421870,7421870,2021-05-21 19:08:20.563750+00:00,x,y,2021-06-06 16:00:00+00:00,2021-06-06 18:00:00+00:00,alpha,True,15.0,1,a-7,7421870,7124.0
11462770,11462770,2021-06-27 09:44:48.731653+00:00,x,y,2021-07-12 16:00:00+00:00,2021-07-12 18:00:00+00:00,alpha,True,35.0,1,a-23,11462770,11072.0
1788483,1788483,2021-02-16 20:06:20.055320+00:00,x,y,2021-02-18 11:00:00+00:00,2021-02-18 13:00:00+00:00,gamma,True,20.0,1,c-4,1788483,12500.0
8524392,8524392,2021-06-02 18:20:07.685047+00:00,x,y,2021-08-11 11:00:00+00:00,2021-08-11 12:55:00+00:00,beta,True,20.0,0,b-69,8524392,10036.0
5505297,5505297,2021-04-25 11:09:33.608767+00:00,x,y,2021-05-11 05:00:00+00:00,2021-05-11 07:00:00+00:00,gamma,True,0.0,0,c-2,5505297,7315.0
553926,553926,2021-01-16 18:17:24.694556+00:00,x,y,2021-01-19 11:00:00+00:00,2021-01-19 12:55:00+00:00,beta,True,20.0,0,b-69,553926,8697.0
4740423,4740423,2021-04-18 13:22:12.840826+00:00,x,y,2021-04-23 11:00:00+00:00,2021-04-23 13:00:00+00:00,gamma,True,20.0,2,c-4,4740423,8640.0
10914828,10914828,2021-06-23 08:55:47.038088+00:00,x,y,2021-07-10 10:02:00+00:00,2021-07-10 12:00:00+00:00,alpha,True,35.0,1,a-7,10914828,11072.0
21371264,21371264,2021-08-28 17:02:43.556188+00:00,x,y,2021-11-05 04:40:00+00:00,2021-11-05 06:40:00+00:00,omega,True,20.0,1,d-1,21371264,6870.0
14028059,14028059,2021-07-11 21:16:56.986129+00:00,x,y,2021-07-17 14:00:00+00:00,2021-07-17 16:00:00+00:00,gamma,True,20.0,2,c-4,14028059,16075.0
16463000,16463000,2021-07-29 21:36:06.802441+00:00,x,y,2021-08-01 07:00:00+00:00,2021-08-01 09:00:00+00:00,alpha,True,15.0,1,a-5,16463000,12945.0
14913769,14913769,2021-07-18 05:15:08.613265+00:00,x,y,2021-07-25 10:00:00+00:00,2021-07-25 12:00:00+00:00,gamma,True,20.0,2,c-2,14913769,24145.0
3097276,3097276,2021-03-12 06:38:46.012292+00:00,x,y,2021-04-15 11:00:00+00:00,2021-04-15 12:55:00+00:00,beta,True,20.0,0,b-69,3097276,9051.0
8400729,8400729,2021-06-01 16:52:41.151912+00:00,x,y,2021-06-08 04:00:00+00:00,2021-06-08 06:00:00+00:00,alpha,True,15.0,1,a-1,8400729,9403.0
20412907,20412907,2021-08-22 06:05:23.234239+00:00,x,y,2021-08-26 11:00:00+00:00,2021-08-26 12:55:00+00:00,beta,True,40.0,0,b-69,20412907,13340.0
6555928,6555928,2021-05-10 12:25:05.304882+00:00,x,y,2021-05-15 11:00:00+00:00,2021-05-15 12:55:00+00:00,beta,True,40.0,0,b-69,6555928,9653.0
18815496,18815496,2021-08-13 06:55:12.703782+00:00,x,y,2021-08-23 04:00:00+00:00,2021-08-23 06:00:00+00:00,alpha,True,20.0,1,a-1,18815496,17745.0
11507554,11507554,2021-06-27 14:55:57.203837+00:00,x,y,2021-07-16 17:00:00+00:00,2021-07-16 18:59:00+00:00,gamma,True,20.0,2,c-6,11507554,9100.0
7143411,7143411,2021-05-18 18:44:27.797667+00:00,x,y,2021-05-21 10:00:00+00:00,2021-05-21 12:00:00+00:00,alpha,True,35.0,1,a-9,7143411,7520.0
7593673,7593673,2021-05-23 18:38:52.782776+00:00,x,y,2021-06-15 05:00:00+00:00,2021-06-15 06:55:00+00:00,beta,True,20.0,0,b-1,7593673,7395.0
20289673,20289673,2021-08-21 08:56:13.473533+00:00,x,y,2021-08-30 16:00:00+00:00,2021-08-30 18:00:00+00:00,alpha,True,20.0,1,a-23,20289673,8381.0
16367064,16367064,2021-07-29 06:04:54.268160+00:00,x,y,2021-08-10 17:00:00+00:00,2021-08-10 18:59:00+00:00,gamma,True,20.0,2,c-6,16367064,8765.0
15041461,15041461,2021-07-19 05:57:36.179171+00:00,x,y,2021-07-20 17:00:00+00:00,2021-07-20 18:59:00+00:00,gamma,True,20.0,2,c-6,15041461,7900.0
15450860,15450860,2021-07-22 15:38:13.036147+00:00,x,y,2021-08-01 17:00:00+00:00,2021-08-01 18:59:00+00:00,gamma,True,20.0,1,c-6,15450860,20365.0
8644733,8644733,2021-06-03 21:10:28.744372+00:00,x,y,2021-06-28 05:00:00+00:00,2021-06-28 06:55:00+00:00,beta,True,20.0,0,b-1,8644733,10067.0
7726259,7726259,2021-05-25 11:52:05.029849+00:00,x,y,2021-06-05 13:00:00+00:00,2021-06-05 15:00:00+00:00,alpha,True,15.0,1,a-5,7726259,7520.0
14090963,14090963,2021-07-12 10:17:10.764760+00:00,x,y,2021-07-30 14:00:00+00:00,2021-07-30 16:00:00+00:00,gamma,True,20.0,2,c-4,14090963,12300.0
427833,427833,2021-01-13 01:38:39.186912+00:00,x,y,2021-01-15 11:00:00+00:00,2021-01-15 13:00:00+00:00,gamma,True,32.0,2,c-4,427833,10400.0
21426161,21426161,2021-08-29 07:05:34.515260+00:00,x,y,2021-09-05 11:00:00+00:00,2021-09-05 13:00:00+00:00,gamma,True,20.0,2,c-4,21426161,9750.0
10215740,10215740,2021-06-17 12:22:18.407588+00:00,x,y,2021-06-26 13:00:00+00:00,2021-06-26 15:00:00+00:00,alpha,True,15.0,1,a-9,10215740,11807.0
12157738,12157738,2021-07-01 11:26:38.110409+00:00,x,y,2021-07-03 09:45:00+00:00,2021-07-03 11:45:00+00:00,gamma,True,20.0,1,c-2,12157738,14065.0
5326889,5326889,2021-04-23 09:44:36.824057+00:00,x,y,2021-05-12 13:30:00+00:00,2021-05-12 15:30:00+00:00,alpha,True,15.0,1,a-5,5326889,8048.0
2027941,2027941,2021-02-22 16:08:25.069044+00:00,x,y,2021-03-26 11:00:00+00:00,2021-03-26 13:00:00+00:00,gamma,True,20.0,1,c-4,2027941,12500.0
12724432,12724432,2021-07-04 11:43:38.080289+00:00,x,y,2021-07-22 13:00:00+00:00,2021-07-22 15:00:00+00:00,alpha,True,15.0,1,a-9,12724432,9045.0
14515798,14515798,2021-07-15 06:31:14.471969+00:00,x,y,2021-07-15 16:00:00+00:00,2021-07-15 18:00:00+00:00,alpha,True,15.0,1,a-23,14515798,12945.0
8718572,8718572,2021-06-04 14:46:44.542491+00:00,x,y,2021-07-18 14:00:00+00:00,2021-07-18 15:55:00+00:00,beta,True,20.0,0,b-9,8718572,10067.0
10181707,10181707,2021-06-17 07:27:20.412266+00:00,x,y,2021-06-27 17:00:00+00:00,2021-06-27 18:59:00+00:00,gamma,True,20.0,2,c-6,10181707,7620.0
14908922,14908922,2021-07-18 03:54:05.909759+00:00,x,y,2021-07-24 16:00:00+00:00,2021-07-24 18:00:00+00:00,alpha,True,35.0,1,a-23,14908922,17745.0
5260883,5260883,2021-04-22 17:01:21.304408+00:00,x,y,2021-05-12 05:00:00+00:00,2021-05-12 07:00:00+00:00,alpha,True,15.0,1,a-1,5260883,7796.0
